vessel_name,                  param_name,       param_type,       min,        max,    name_for_plotting
NES,IC50_M2,        const,0.0001,1000,IC50_{M2}
NES,k_M2bindGi,        const,0.0001,1000,k_{M2bindGi}
NES,k_Gi,        const,0.0001,1000,k_{Gi}
