Value,Cost,Param1,Param2
238.0518504,0.714679396142727,,
244.6644018,0.742032404423814,,
251.2769532,0.738628206105138,,
257.8895046,0.72756004424168,,
264.502056,0.710568036009897,264.502056,0.5
271.1146074,0.737754969948453,,
277.7271588,0.739443987234812,,
284.3397102,0.743571534669805,,
290.9522616,0.754795641613142,,
