Value,Cost,Param1,Param2
655.2696829016,0.01818152329010353,35.8108726,159.94732798
657.6876522112,0.018094209322789448,754.61140917,7.60496131
660.1056215208,0.018010500233781153,6.04822302,950.59436865
662.5235908304,0.017930352925054082,49.6274454,116.06708618
664.94156014,0.017853727186393487,14.02920032,411.33050076
667.3595294496,0.017780556910941377,45.6661276,126.60620349
669.7774987592001,0.017710817887529953,54.48937293,106.30216045
672.1954680688,0.017644456734195856,34.28418261,169.2605355
674.6134373784,0.017581435958104755,267.77367031,21.71089966
677.0314066880001,0.017521710467256698,56.55499197,102.98465008
679.4493759976,0.017465237359756268,328.25151471,17.77610525
681.8673453072,0.017411976633666136,310.2005319,18.84502275
684.2853146168001,0.01736188688404994,76.47902169,76.57573989
686.7032839264,0.01731492931799159,13.2186799,443.85969842
689.121253236,0.017271064411642046,253.64750452,23.17390135
691.5392225456001,0.017230243228831942,12.32236025,477.8776022
693.9571918552,0.01719243955502769,769.82788206,7.66305736
696.3751611648,0.017157612014528634,39.7349773,148.73216002
698.7931304744001,0.017125719580575512,726.19475693,8.15303714
701.211099784,0.017096727376626326,420.25618488,14.1136907
703.6290690936,0.017070598948257746,75.68727666,78.50708499
706.0470384032001,0.01704729785785724,208.64044961,28.53132621
708.4650077128,0.017026787369818965,79.45864797,75.04976206
710.8829770224,0.017009048361286208,382.96058701,15.60051275
713.300946332,0.016994001114385895,116.44272102,51.39605175
715.7189156416,0.016981652951510082,41.56123609,144.25581088
718.1368849512,0.01697196006475478,32.31619876,185.85825596
720.5548542608001,0.016964885550275897,165.48621982,36.35866522
722.9728235704,0.016960398701851436,47.41968979,127.10971103
725.39079288,0.016958464961279097,34.98866553,172.57652543
727.8087621896,0.016959053595340275,56.01622163,107.98572337
730.2267314992,0.01696213189350958,7.47600244,810.53949793
732.6447008088,0.016967669425916317,11.56832691,524.72997518
735.0626701184001,0.01697566532350391,175.11329316,34.7281489
737.480639428,0.01698599704269253,61.76703234,98.6221441
739.8986087376001,0.016998725958245017,215.99495247,28.25210378
742.3165780472,0.01701379299903381,133.76110243,45.70126559
744.7345473568,0.0170311693548041,604.57489257,10.12877137
747.1525166664001,0.01705082443679915,11.30619542,542.57788964
749.570485976,0.01707272609065413,8.36161659,734.90905828
751.9884552856,0.017096855033282687,1000.0,6.15583793
754.4064245952001,0.017123173634574513,6.16638191,1000.0
756.8243939048,0.017151662992629487,36.90096971,167.39360338
759.2423632144,0.017182288914199834,607.83164777,10.18011575
761.6603325240001,0.017215050388500654,79.60215106,77.87177827
764.0783018336,0.01724985755512928,517.00978579,12.00986258
766.4962711432,0.017286741454914097,44.61155319,139.42071513
768.9142404528001,0.01732566221479101,235.538859,26.45194387
771.3322097624,0.01736659169482175,38.2740827,163.06351576
773.750179072,0.017409511879064962,116.30734418,53.75066228
776.1681483816001,0.01745437790737654,100.9572815,62.03162091
778.5861176912,0.01750118491827385,103.02070319,60.89080886
781.0040870008,0.017549898585429616,492.40554177,12.7615089
783.4220563104001,0.01760051126998124,21.45123155,293.42002733
785.84002562,0.017652964098607064,6.30513026,1000.0
788.2579949296,0.017707267354815048,46.28463667,136.45633916
790.6759642392001,0.017763386196522405,8.50453296,743.88939065
793.0939335488,0.017821298258175397,31.29644952,202.48821258
795.5119028584,0.017880980905147746,685.92824924,9.2543625
